,RAZON SOCIAL,POTENCIAL UNO,NOMBRE COMERCIAL,RUC,CONSIGNATARIO,POSICION ARANCELARIA,CODIGO COMPLEMENTARIO,CODIGO SUPLEMENTARIO,DESCRIPCION POSICION,DESCRIPCION DEL DESPACHO,MARCA,MODELO,REFRENDO,ITEM,DAU,FECHA DESPACHO,FECHA EMBARQUE,FECHA LLEGADA,FECHA LIQUIDACION,FECHA PAGO,FECHA SALIDA ALMACEN,REGIMEN,NUMERO MANIFIESTO,MANIFIESTO,CODIGO DOCUMENTO TRANSPORTE,DOCUMENTO TRANSPORTE,ADUANA,PAIS ORIGEN,PAIS PROCEDENCIA,PAIS EMBARQUE,PUERTO EMBARQUE,VIA TRANSPORTE,CONTENEDORES,DEPOSITO,FOB U$S,FLETE U$S,SEGURO U$S,CIF U$S,FACTURA,VALOR FACTURA U$S,BASE IMPONIBLE U$S,KGS NETO,KGS BRUTO,UNIDADES,TIPO UNIDAD,PRECIO UNITARIO U$S,CANTIDAD COMERCIAL,UNIDAD COMERCIAL,PRECIO UNITARIO COMERCIAL U$S,TIPO UNIDAD NOMENCLADOR,ADVAL,MONEDA,EMBARCADOR,INCOTERM,CODIGO LIBERACION,ESTADO MERCADERIA,CLASE MERCADERIA,PAIS DESTINO,TOTAL FOB U$S,TOTAL FLETE U$S,TOTAL SEGURO U$S,TOTAL CIF U$S,TOTAL KGS NETO,TOTAL KGS BRUTO,TOTAL BASE IMPONIBLE,TOTAL CANTIDAD BULTOS,TOTAL AJUSTES,TOTAL OTROS AJUSTES,CLASE,VERIFICADOR,AGENTE AFIANZADO,NAVE,AGENCIA TRANSPORTE,EMPRESA TRANSPORTE,AFORADOR,FECHA AFORO,TIPO AFORO,ACTIVIDAD PRINCIPAL DEL IMPORTADOR,DIRECCION DEL IMPORTADOR,DIRECCION DEL CONSIGNATARIO,CONSOLIDADORA
1866,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,,,991441336001,,3102.10.10.00,0,1,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA, PRILLED UREA IN BULK A GRANEL",NITRON,SIN MODELO,2820241000088177,1,,2024-01-15,2023-11-11,2024-01-20,2024-01-15,2024-01-15,2024-01-26,IMPORTACION A CONSUMO,,CEC202477890003,CEC20247789000300050000,3D,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUULU-UST-LUGA,MARITIMO,0.0,05777783-STOREOCEAN S.A.,"389,018.41",0.0,683.24,"389,701.66",I-23-0005729,"389,018.41","488,710.94","1,100,103.00",0.0,"1,100,103.00",KILOGRAMO BRUTO,0.35,"1,100,103.00",KG,0.35,"kg, Kilogramo",0.0,DOL,NITRON GROUP LLC,CFR,"0640-TRANSFERENCIAS E IMPORTACIONES CON TARIFA CERO IVA, APLICA TEXTO LEGAL # 4 ART. 55 LRTI  Reformado por el Art. 24 de la Ley Orgánica de Simplificación y Progresividad Tributaria (31-DIC-2019)",NUEVO,,ECUADOR,"389,018.41",0.0,683.24,"389,701.66","1,100,103.00",0.0,"488,710.94",0.0,0.0,0.0,,,01777804: ORTEGA NOROÑA KLEBER MARCELO,TARSUS M,02777789-HANSAMARITIME S.A.,02777789-HANSAMARITIME S.A.,MAPONCE-PONCE GARCIA MARIA ELENA,0000-00-00,AFORO DOCUMENTAL,"0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
1867,BRENNTAG ECUADOR S.A.,,,990005087001,BRENNTAG ECUADOR S.A.,3102.10.10.00,0,1,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA GRANULAR, UREA GRANULAR CON UN PORCENTAJE DE NITRoGENO DEL 46 USADO EN EL SECTOR AGRiCOLA",JOINT STOCK COMPANY AMMONI,SIN MODELO,2820241000122665,1,,2024-01-19,2023-10-17,2024-01-24,2024-02-29,2024-02-01,2024-01-28,IMPORTACION A CONSUMO,,CEC202477900001,CEC20247790000100030000,6,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,05904088-QC TERMINALES ECUADOR S. A. QCTE,"1,116,126.00",0.0,"11,161.26","1,127,287.25",45673,"1,119,487.25","1,354,087.25","2,700,000.00",0.0,"2,700,000.00",KILOGRAMO BRUTO,0.41,"2,700.00",TM,413.38,"kg, Kilogramo",0.0,DOL,,CFR,"0640-TRANSFERENCIAS E IMPORTACIONES CON TARIFA CERO IVA, APLICA TEXTO LEGAL # 4 ART. 55 LRTI  Reformado por el Art. 24 de la Ley Orgánica de Simplificación y Progresividad Tributaria (31-DIC-2019)",NUEVO,,ECUADOR,"1,119,487.25",0.0,"11,162.26","1,130,649.50","2,706,760.00",0.0,"1,357,450.50",0.0,0.0,0.0,,,01902441: TORRES & TORRES AGENTES DE ADUANAS TTADAD C.A.,BELASITZA,,02777790-ANDINAVE S.A.,,0000-00-00,AFORO AUTOMATICO,9309-OTRAS ACTIVIDADES DE SERVICIO N.C.P.,VIA A DAULE KM 9 5 AV PRINCIPAL S N,,
1868,BRENNTAG ECUADOR S.A.,,,990005087001,BRENNTAG ECUADOR S.A.,3102.10.10.00,0,1,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA GRANULAR, UREA GRANULAR CON UN PORCENTAJE DE NITRoGENO DEL 46 USADO EN EL SECTO",JOINT STOCK COMPANY AMMONI,SIN MODELO,2820241000122665,2,,2024-01-19,2023-10-17,2024-01-24,2024-02-29,2024-02-01,2024-01-28,IMPORTACION A CONSUMO,,CEC202477900001,CEC20247790000100030000,6,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,05904088-QC TERMINALES ECUADOR S. A. QCTE,"3,361.29",0.0,1.00,"3,362.29",45673,"1,119,487.25","3,363.29","6,760.00",0.0,"6,760.00",KILOGRAMO BRUTO,0.5,6.76,TM,497.23,"kg, Kilogramo",0.0,DOL,,CFR,"0640-TRANSFERENCIAS E IMPORTACIONES CON TARIFA CERO IVA, APLICA TEXTO LEGAL # 4 ART. 55 LRTI  Reformado por el Art. 24 de la Ley Orgánica de Simplificación y Progresividad Tributaria (31-DIC-2019)",NUEVO,,ECUADOR,,,,,,,,,,,,,01902441: TORRES & TORRES AGENTES DE ADUANAS TTADAD C.A.,BELASITZA,,02777790-ANDINAVE S.A.,,0000-00-00,AFORO AUTOMATICO,9309-OTRAS ACTIVIDADES DE SERVICIO N.C.P.,VIA A DAULE KM 9 5 AV PRINCIPAL S N,,
1869,FERTISA AGIF C.L.,,,993208086001,FERTISA AGIF C.L.,3102.10.10.00,0,1,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"PRILLED UREA IN BULK, IN BULK",NITRON,SIN MODELO,2820241000259303,1,,2024-02-06,2023-12-15,2024-02-14,2024-03-28,0000-00-00,2024-02-21,IMPORTACION A CONSUMO,,CEC202477890008,CEC20247789000800020000,8,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,FINLAND,FINLAND,FIKTK-KOTKA,MARITIMO,0.0,"05909272-FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L","1,074,920.00",0.0,"1,570.63","1,076,490.62",I-23-0006375,"1,074,920.00","1,461,490.62","3,850,000.00",0.0,"3,850,000.00",KILOGRAMO BRUTO,0.28,"3,850.00",TM,279.2,"kg, Kilogramo",0.0,DOL,NITRON GROUP LLC,CFR,"0640-TRANSFERENCIAS E IMPORTACIONES CON TARIFA CERO IVA, APLICA TEXTO LEGAL # 4 ART. 55 LRTI  Reformado por el Art. 24 de la Ley Orgánica de Simplificación y Progresividad Tributaria (31-DIC-2019)",NUEVO,,ECUADOR,"1,074,920.00",0.0,"1,570.63","1,076,490.62","3,850,000.00",0.0,"1,461,490.62",0.0,0.0,0.0,,,01901316: ORGANIZACION COMERCIAL Y ADUANERA MARIO COKA B. MACOBSA S.A.,GENCO PYRENEES,02777789-HANSAMARITIME S.A.,02777789-HANSAMARITIME S.A.,MAROSAL-ROSALES PRADO MAYDA MATILDE,0000-00-00,AFORO FISICO INTRUSIVO,5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D,LOTIZACION GELEFRENT SOLAR 5 Y 6 VIA DURAN BOLICHE KM 8,,
1870,FERTISA AGIF C.L.,,,993208086001,FERTISA AGIF C.L.,3102.10.10.00,0,1,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"GRANULAR UREA IN BULK, IN BULK",SIN MARCA,SIN MODELO,2820241000260100,1,,2024-02-06,2023-12-15,2024-02-14,2024-03-28,0000-00-00,2024-02-21,IMPORTACION A CONSUMO,,CEC202477890008,CEC20247789000800010000,2,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,FINLAND,FINLAND,FIKTK-KOTKA,MARITIMO,0.0,"05909272-FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L","478,224.88",0.0,701.41,"478,926.31",I-23-0006374,"478,224.88","644,019.31","1,650,930.00",0.0,"1,650,930.00",KILOGRAMO BRUTO,0.29,"1,650.93",TM,289.67,"kg, Kilogramo",0.0,DOL,NITRON GROUP LLC,CFR,"0640-TRANSFERENCIAS E IMPORTACIONES CON TARIFA CERO IVA, APLICA TEXTO LEGAL # 4 ART. 55 LRTI  Reformado por el Art. 24 de la Ley Orgánica de Simplificación y Progresividad Tributaria (31-DIC-2019)",NUEVO,,ECUADOR,"701,524.88",0.0,"1,053.37","702,578.25","2,350,930.00",0.0,"937,671.25",0.0,0.0,0.0,,,01901316: ORGANIZACION COMERCIAL Y ADUANERA MARIO COKA B. MACOBSA S.A.,GENCO PYRENEES,02777789-HANSAMARITIME S.A.,02777789-HANSAMARITIME S.A.,LVELEZG-VELEZ GARCIA LORENA HAYDEE,0000-00-00,AFORO FISICO INTRUSIVO,5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D,LOTIZACION GELEFRENT SOLAR 5 Y 6 VIA DURAN BOLICHE KM 8,,
1871,FERTISA AGIF C.L.,,,993208086001,FERTISA AGIF C.L.,3102.10.10.00,0,1,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"GRANULAR UREA IN BULK, IN BULK",SIN MARCA,SIN MODELO,2820241000260100,2,,2024-02-06,2023-12-15,2024-02-14,2024-03-28,0000-00-00,2024-02-21,IMPORTACION A CONSUMO,,CEC202477890008,CEC20247789000800010000,2,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,FINLAND,FINLAND,FIKTK-KOTKA,MARITIMO,0.0,"05909272-FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L","223,300.00",0.0,351.96,"223,651.95",I-24-0000168,"223,300.00","293,651.97","700,000.00",0.0,"700,000.00",KILOGRAMO BRUTO,0.32,700.00,TM,319.0,"kg, Kilogramo",0.0,DOL,NITRON GROUP LLC,DAP,"0640-TRANSFERENCIAS E IMPORTACIONES CON TARIFA CERO IVA, APLICA TEXTO LEGAL # 4 ART. 55 LRTI  Reformado por el Art. 24 de la Ley Orgánica de Simplificación y Progresividad Tributaria (31-DIC-2019)",NUEVO,,ECUADOR,,,,,,,,,,,,,01901316: ORGANIZACION COMERCIAL Y ADUANERA MARIO COKA B. MACOBSA S.A.,GENCO PYRENEES,02777789-HANSAMARITIME S.A.,02777789-HANSAMARITIME S.A.,LVELEZG-VELEZ GARCIA LORENA HAYDEE,0000-00-00,AFORO FISICO INTRUSIVO,5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D,LOTIZACION GELEFRENT SOLAR 5 Y 6 VIA DURAN BOLICHE KM 8,,
1872,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,,,991441336001,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A,3102.10.10.00,0,1,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA, PRILLED UREA IN BULK",NITRON,SIN MODELO,2820241000269383,1,,2024-02-07,2023-12-15,2024-02-14,2024-02-07,2024-02-07,2024-02-21,IMPORTACION A CONSUMO,,CEC202477890008,CEC20247789000800070000,9A,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,FINLAND,FINLAND,FIKTK-KOTKA,MARITIMO,0.0,"05909272-FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L","451,209.00",0.0,862.69,"452,071.69",I-23-0006379,"451,209.00","617,071.69","1,650,000.00",0.0,"1,650,000.00",KILOGRAMO BRUTO,0.27,"1,650,000.00",KG,0.27,"kg, Kilogramo",0.0,DOL,NITRON GROUP LLC,CFR,"0640-TRANSFERENCIAS E IMPORTACIONES CON TARIFA CERO IVA, APLICA TEXTO LEGAL # 4 ART. 55 LRTI  Reformado por el Art. 24 de la Ley Orgánica de Simplificación y Progresividad Tributaria (31-DIC-2019)",NUEVO,,ECUADOR,"451,209.00",0.0,862.69,"452,071.69","1,650,000.00",0.0,"617,071.69",0.0,0.0,0.0,,,01777804: ORTEGA NOROÑA KLEBER MARCELO,GENCO PYRENEES,02777789-HANSAMARITIME S.A.,02777789-HANSAMARITIME S.A.,,0000-00-00,AFORO AUTOMATICO,"0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
1873,AGRIPAC S.A.,,,990006687001,AGRIPAC S.A.,3102.10.10.00,0,1,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA GRANULAR, UREA GRANULAR",SIN MARCA,SIN MODELO,2820241000282034,1,,2024-02-08,2023-12-15,2024-02-14,2024-02-08,2024-02-09,2024-02-21,IMPORTACION A CONSUMO,,CEC202477890008,CEC20247789000800080000,1,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,FINLAND,FINLAND,FIKTK-KOTKA,MARITIMO,0.0,"05909272-FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L","1,577,840.00",0.0,"1,728.87","1,579,568.88",I-23-0006524,"1,577,840.00","2,129,568.75","5,500,000.00",0.0,"5,500,000.00",KILOGRAMO BRUTO,0.29,"5,500.00",TM,286.88,"kg, Kilogramo",0.0,DOL,NITRON GROUP LLC,CFR,"0640-TRANSFERENCIAS E IMPORTACIONES CON TARIFA CERO IVA, APLICA TEXTO LEGAL # 4 ART. 55 LRTI  Reformado por el Art. 24 de la Ley Orgánica de Simplificación y Progresividad Tributaria (31-DIC-2019)",NUEVO,,ECUADOR,"1,577,840.00",0.0,"1,728.87","1,579,568.88","5,500,000.00",0.0,"2,129,568.75",0.0,0.0,0.0,,,01902441: TORRES & TORRES AGENTES DE ADUANAS TTADAD C.A.,GENCO PYRENEES,02777789-HANSAMARITIME S.A.,02777789-HANSAMARITIME S.A.,MAROSAL-ROSALES PRADO MAYDA MATILDE,0000-00-00,AFORO FISICO INTRUSIVO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,"CORDOVA 623 Y PADRE SOLANO, GUAYAQUIL",,
1874,AGRIPAC S.A.,,,990006687001,AGRIPAC S.A.,3102.10.10.00,0,1,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA PRILADA A GRANEL, PRILLED UREA IN BULK",SIN MARCA,SIN MODELO,2820241000284568,1,,2024-02-09,2023-12-15,2024-02-14,2024-02-09,2024-02-09,2024-02-21,IMPORTACION A CONSUMO,,CEC202477890008,CEC20247789000800030000,7,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,FINLAND,FINLAND,FIKTK-KOTKA,MARITIMO,0.0,"05909272-FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L","1,530,595.00",0.0,"1,690.48","1,532,285.50",I-23-0006503,"1,530,595.00","2,082,285.50","5,500,000.00",0.0,"5,500,000.00",KILOGRAMO BRUTO,0.28,"5,500.00",TM,278.29,"kg, Kilogramo",0.0,DOL,NITRON GROUP LLC,CFR,"0640-TRANSFERENCIAS E IMPORTACIONES CON TARIFA CERO IVA, APLICA TEXTO LEGAL # 4 ART. 55 LRTI  Reformado por el Art. 24 de la Ley Orgánica de Simplificación y Progresividad Tributaria (31-DIC-2019)",NUEVO,,ECUADOR,"1,530,595.00",0.0,"1,690.48","1,532,285.50","5,500,000.00",0.0,"2,082,285.50",0.0,0.0,0.0,,,01902441: TORRES & TORRES AGENTES DE ADUANAS TTADAD C.A.,GENCO PYRENEES,02777789-HANSAMARITIME S.A.,02777789-HANSAMARITIME S.A.,,0000-00-00,AFORO AUTOMATICO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,"CORDOVA 623 Y PADRE SOLANO, GUAYAQUIL",,
1875,FERMAGRI S.A.,,,1791401344001,FERMAGRI S.A.,3102.10.10.00,0,1,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA, NO APLICA",SIN MARCA,SIN MODELO,2820241000287079,1,,2024-02-09,2023-12-15,2024-02-14,2024-02-09,2024-02-09,2024-02-21,IMPORTACION A CONSUMO,,CEC202477890008,CEC20247789000800040000,9,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,FINLAND,FINLAND,FIKTK-KOTKA,MARITIMO,0.0,"05909272-FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L","1,488,300.00",0.0,"5,403.48","1,493,703.50",I-23-0006378,"1,488,300.00","2,043,703.50","5,500,000.00",0.0,"5,500,000.00",KILOGRAMO BRUTO,0.27,"5,500.00",TM,270.6,"kg, Kilogramo",0.0,DOL,NITRON GROUP CORPORATION,CFR,"0640-TRANSFERENCIAS E IMPORTACIONES CON TARIFA CERO IVA, APLICA TEXTO LEGAL # 4 ART. 55 LRTI  Reformado por el Art. 24 de la Ley Orgánica de Simplificación y Progresividad Tributaria (31-DIC-2019)",NUEVO,,ECUADOR,"1,488,300.00",0.0,"5,403.48","1,493,703.50","5,500,000.00",0.0,"2,043,703.50",0.0,0.0,0.0,,,01777880: ALBARRACIN S.A.,GENCO PYRENEES,02777789-HANSAMARITIME S.A.,02777789-HANSAMARITIME S.A.,,0000-00-00,AFORO AUTOMATICO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,KM. 16 VIA A DAULE CALLE ROSAVIN Y ASBESTOS,,
1876,FERMAGRI S.A.,,,1791401344001,FERMAGRI S.A.,3102.10.10.00,0,1,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA, NO APLICA",SIN MARCA,SIN MODELO,2820241000287102,1,,2024-02-09,2023-12-15,2024-02-14,2024-02-09,2024-02-09,2024-02-21,IMPORTACION A CONSUMO,,CEC202477890008,CEC20247789000800060000,4A,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,FINLAND,FINLAND,FIKTK-KOTKA,MARITIMO,0.0,"05909272-FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L","418,500.00",0.0,"5,580.00","424,080.00",I-24-0000175,"418,500.00","563,580.00","1,395,000.00",0.0,"1,395,000.00",KILOGRAMO BRUTO,0.3,"1,395.00",TM,300.0,"kg, Kilogramo",0.0,DOL,NITRON GROUP CORPORATION,CFR,"0640-TRANSFERENCIAS E IMPORTACIONES CON TARIFA CERO IVA, APLICA TEXTO LEGAL # 4 ART. 55 LRTI  Reformado por el Art. 24 de la Ley Orgánica de Simplificación y Progresividad Tributaria (31-DIC-2019)",NUEVO,,ECUADOR,"418,500.00",0.0,"5,580.00","424,080.00","1,395,000.00",0.0,"563,580.00",0.0,0.0,0.0,,,01777880: ALBARRACIN S.A.,GENCO PYRENEES,02777789-HANSAMARITIME S.A.,02777789-HANSAMARITIME S.A.,,0000-00-00,AFORO AUTOMATICO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,KM. 16 VIA A DAULE CALLE ROSAVIN Y ASBESTOS,,
1877,FERTISA AGIF C.L.,,,993208086001,,3102.10.10.00,0,1,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"PRILLED UREA IN BULK, IN BULK",NITRON,SIN MODELO,2820241000516253,1,,2024-03-11,2023-12-23,2024-03-17,2024-04-30,0000-00-00,2024-03-26,IMPORTACION A CONSUMO,,CEC202477890019,CEC20247789001900070000,4P,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,FINLAND,FINLAND,FIKTK-KOTKA,MARITIMO,0.0,05777783-STOREOCEAN S.A.,"1,294,429.25",0.0,"1,774.90","1,296,204.12",I-23-0006367,"1,294,429.25","1,738,275.62","4,420,714.00",0.0,"4,420,714.00",KILOGRAMO BRUTO,0.29,"4,420.71",TM,292.81,"kg, Kilogramo",0.0,DOL,NITRON GROUP LLC,CFR,"0640-TRANSFERENCIAS E IMPORTACIONES CON TARIFA CERO IVA, APLICA TEXTO LEGAL # 4 ART. 55 LRTI  Reformado por el Art. 24 de la Ley Orgánica de Simplificación y Progresividad Tributaria (31-DIC-2019)",NUEVO,,ECUADOR,"1,948,311.12",0.0,"2,761.80","1,951,072.88","6,631,071.00",0.0,"2,614,883.50",0.0,0.0,0.0,,,01901316: ORGANIZACION COMERCIAL Y ADUANERA MARIO COKA B. MACOBSA S.A.,30 AGUSTOS M,02777789-HANSAMARITIME S.A.,02777789-HANSAMARITIME S.A.,,0000-00-00,AFORO AUTOMATICO,5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D,LOTIZACION GELEFRENT SOLAR 5 Y 6 VIA DURAN BOLICHE KM 8,,
1878,FERTISA AGIF C.L.,,,993208086001,,3102.10.10.00,0,1,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"PRILLED UREA IN BULK, IN BULK",NITRON,SIN MODELO,2820241000516253,2,,2024-03-11,2023-12-23,2024-03-17,2024-04-30,0000-00-00,2024-03-26,IMPORTACION A CONSUMO,,CEC202477890019,CEC20247789001900070000,4P,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,FINLAND,FINLAND,FIKTK-KOTKA,MARITIMO,0.0,05777783-STOREOCEAN S.A.,"212,599.05",0.0,338.76,"212,937.81",I-24-0000629,"212,599.05","283,970.59","703,295.00",0.0,"703,295.00",KILOGRAMO BRUTO,0.3,703.30,TM,302.29,"kg, Kilogramo",0.0,DOL,NITRON GROUP LLC,DAP,"0640-TRANSFERENCIAS E IMPORTACIONES CON TARIFA CERO IVA, APLICA TEXTO LEGAL # 4 ART. 55 LRTI  Reformado por el Art. 24 de la Ley Orgánica de Simplificación y Progresividad Tributaria (31-DIC-2019)",NUEVO,,ECUADOR,,,,,,,,,,,,,01901316: ORGANIZACION COMERCIAL Y ADUANERA MARIO COKA B. MACOBSA S.A.,30 AGUSTOS M,02777789-HANSAMARITIME S.A.,02777789-HANSAMARITIME S.A.,,0000-00-00,AFORO AUTOMATICO,5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D,LOTIZACION GELEFRENT SOLAR 5 Y 6 VIA DURAN BOLICHE KM 8,,
1879,FERTISA AGIF C.L.,,,993208086001,,3102.10.10.00,0,1,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"PRILLED UREA IN BULK, IN BULK",NITRON,SIN MODELO,2820241000516253,3,,2024-03-11,2023-12-23,2024-03-17,2024-04-30,0000-00-00,2024-03-26,IMPORTACION A CONSUMO,,CEC202477890019,CEC20247789001900070000,4P,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,FINLAND,FINLAND,FIKTK-KOTKA,MARITIMO,0.0,05777783-STOREOCEAN S.A.,"441,282.81",0.0,648.14,"441,930.97",I-24-0000120,"441,282.81","592,637.19","1,507,062.00",0.0,"1,507,062.00",KILOGRAMO BRUTO,0.29,"1,507.06",TM,292.81,"kg, Kilogramo",0.0,DOL,NITRON GROUP LLC,DAP,"0640-TRANSFERENCIAS E IMPORTACIONES CON TARIFA CERO IVA, APLICA TEXTO LEGAL # 4 ART. 55 LRTI  Reformado por el Art. 24 de la Ley Orgánica de Simplificación y Progresividad Tributaria (31-DIC-2019)",NUEVO,,ECUADOR,,,,,,,,,,,,,01901316: ORGANIZACION COMERCIAL Y ADUANERA MARIO COKA B. MACOBSA S.A.,30 AGUSTOS M,02777789-HANSAMARITIME S.A.,02777789-HANSAMARITIME S.A.,,0000-00-00,AFORO AUTOMATICO,5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D,LOTIZACION GELEFRENT SOLAR 5 Y 6 VIA DURAN BOLICHE KM 8,,
1880,PRECISAGRO S.A.,,,1792522005001,,3102.10.10.00,0,1,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA GRANULAR, UREA GRANULAR",SIN MARCA,SIN MODELO,2820241000516430,1,,2024-03-11,2023-12-23,2024-03-17,2024-03-11,2024-03-13,2024-03-26,IMPORTACION A CONSUMO,,CEC202477890019,CEC20247789001900030000,3G,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,FINLAND,FINLAND,FIKTK-KOTKA,MARITIMO,0.0,05777783-STOREOCEAN S.A.,"1,163,431.50",0.0,0.00,"1,163,431.50",G01-00667,"1,163,431.50","1,552,281.50","3,850,000.00",0.0,"3,850,000.00",KILOGRAMO BRUTO,0.3,"3,850.00",TM,302.19,"kg, Kilogramo",0.0,DOL,GLOBAL FERTILIZER TRADING COMPANY LIMITED,CIF,"0640-TRANSFERENCIAS E IMPORTACIONES CON TARIFA CERO IVA, APLICA TEXTO LEGAL # 4 ART. 55 LRTI  Reformado por el Art. 24 de la Ley Orgánica de Simplificación y Progresividad Tributaria (31-DIC-2019)",NUEVO,,ECUADOR,"2,088,035.00",0.0,0.00,"2,088,035.00","7,165,536.00",0.0,"2,810,185.00",0.0,0.0,0.0,,,01902441: TORRES & TORRES AGENTES DE ADUANAS TTADAD C.A.,30 AGUSTOS M,02777789-HANSAMARITIME S.A.,02777789-HANSAMARITIME S.A.,DACEVEDO-ACEVEDO RAMOS DIANA LIZZETTE,0000-00-00,AFORO FISICO INTRUSIVO,9993-OTROS,"Sector Quitumbe, calle S31 y Quipu, conjunto AsociaciÃ³n de Ayuda Mutua para el Bienestar Humano No. Oe2-204 S30., GUAYAQUIL",,
